cip,major,category,family,source,path_label,traditional_entry,job_1,why_1,soc_1,job_2,why_2,soc_2,job_3,why_3,soc_3
44.0000,"Human Services, General",Public Administration,other,cip2,Public Administration,social and human service assistants,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021
44.0201,Community Organization and Advocacy,Public Administration,other,cip2,Public Administration,social and community service managers,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021
44.0401,Public Administration,Public Administration,other,cip2,Public Administration,general and operations managers,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021
44.0402,Public Works Management,Public Administration,other,cip2,Public Administration,managers,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021
44.0403,Transportation and Infrastructure Planning/Studies,Public Administration,other,cip2,Public Administration,transportation,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021
44.0499,"Public Administration, Other",Public Administration,other,cip2,Public Administration,managers,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021
44.0501,"Public Policy Analysis, General",Public Administration,other,cip2,Public Administration,social science research assistants,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021
44.0502,Education Policy Analysis,Public Administration,other,cip2,Public Administration,education teacher,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021
44.0503,Health Policy Analysis,Public Administration,other,cip2,Public Administration,medical and health services managers,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021
44.0504,International Policy Analysis,Public Administration,other,cip2,Public Administration,social science research assistants,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021
44.0701,Social Work,Public Administration,other,cip4,Social Work,child / family social worker,Healthcare care manager,"Utilization, discharge, and complex cases for a health plan or hospital — still SW, different building.",11-9111,Benefits / Medicaid compliance analyst,Eligibility rules and program integrity; the policy side of the caseload.,,Patient navigator / health advocate,"Care coordination sold as operations, often sitting with informatics or population health.",21-1094
44.0702,Youth Services/Administration,Public Administration,other,cip4,Social Work,child / family social worker,Healthcare care manager,"Utilization, discharge, and complex cases for a health plan or hospital — still SW, different building.",11-9111,Benefits / Medicaid compliance analyst,Eligibility rules and program integrity; the policy side of the caseload.,,Patient navigator / health advocate,"Care coordination sold as operations, often sitting with informatics or population health.",21-1094
44.0703,Forensic Social Work,Public Administration,other,cip4,Social Work,child / family social worker,Healthcare care manager,"Utilization, discharge, and complex cases for a health plan or hospital — still SW, different building.",11-9111,Benefits / Medicaid compliance analyst,Eligibility rules and program integrity; the policy side of the caseload.,,Patient navigator / health advocate,"Care coordination sold as operations, often sitting with informatics or population health.",21-1094
44.0799,"Social Work, Other",Public Administration,other,cip4,Social Work,child / family social worker,Healthcare care manager,"Utilization, discharge, and complex cases for a health plan or hospital — still SW, different building.",11-9111,Benefits / Medicaid compliance analyst,Eligibility rules and program integrity; the policy side of the caseload.,,Patient navigator / health advocate,"Care coordination sold as operations, often sitting with informatics or population health.",21-1094
45.0101,"Social Sciences, General",Social Sciences,humanities,cip2,Social Sciences,social sciences teachers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0102,Research Methodology and Quantitative Methods,Social Sciences,humanities,cip2,Social Sciences,managers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0103,Survey Research/Methodology,Social Sciences,humanities,cip2,Social Sciences,social science research assistants,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0199,"Social Sciences, Other",Social Sciences,humanities,cip2,Social Sciences,social sciences teachers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0201,"Anthropology, General",Social Sciences,humanities,cip2,Social Sciences,anthropology and archeology teacher,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0202,Physical and Biological Anthropology,Social Sciences,humanities,cip2,Social Sciences,anthropology and archeology teacher,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0203,Medical Anthropology,Social Sciences,humanities,cip2,Social Sciences,anthropology and archeology teacher,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0204,Cultural Anthropology,Social Sciences,humanities,cip2,Social Sciences,area,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0205,Forensic Anthropology,Social Sciences,humanities,cip2,Social Sciences,forensic science technicians,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0299,"Anthropology, Other",Social Sciences,humanities,cip2,Social Sciences,anthropology and archeology teacher,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0301,Archeology,Social Sciences,humanities,cip2,Social Sciences,anthropology and archeology teacher,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0401,Criminology,Social Sciences,humanities,cip2,Social Sciences,managers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0501,Demography and Population Studies,Social Sciences,humanities,cip2,Social Sciences,managers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0502,Applied Demography,Social Sciences,humanities,cip2,Social Sciences,managers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0599,"Demography, Other",Social Sciences,humanities,cip2,Social Sciences,managers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0601,"Economics, General",Social Sciences,business,cip4,Economics,financial analyst,Actuary,The insurance-industry use of the same probability the IB internship never asked for.,15-2011,Operations research analyst,"Optimization and experiments inside ops, not a coverage universe.",15-2031,Economic / management consultant,"Litigation support, pricing, and policy shops hire the modeling, not the pitch book.",13-1111
45.0602,Applied Economics,Social Sciences,business,cip4,Economics,financial analyst,Actuary,The insurance-industry use of the same probability the IB internship never asked for.,15-2011,Operations research analyst,"Optimization and experiments inside ops, not a coverage universe.",15-2031,Economic / management consultant,"Litigation support, pricing, and policy shops hire the modeling, not the pitch book.",13-1111
45.0603,Econometrics and Quantitative Economics,Social Sciences,business,cip4,Economics,financial analyst,Actuary,The insurance-industry use of the same probability the IB internship never asked for.,15-2011,Operations research analyst,"Optimization and experiments inside ops, not a coverage universe.",15-2031,Economic / management consultant,"Litigation support, pricing, and policy shops hire the modeling, not the pitch book.",13-1111
45.0604,Development Economics and International Development,Social Sciences,business,cip4,Economics,financial analyst,Actuary,The insurance-industry use of the same probability the IB internship never asked for.,15-2011,Operations research analyst,"Optimization and experiments inside ops, not a coverage universe.",15-2031,Economic / management consultant,"Litigation support, pricing, and policy shops hire the modeling, not the pitch book.",13-1111
45.0605,International Economics,Social Sciences,business,cip4,Economics,financial analyst,Actuary,The insurance-industry use of the same probability the IB internship never asked for.,15-2011,Operations research analyst,"Optimization and experiments inside ops, not a coverage universe.",15-2031,Economic / management consultant,"Litigation support, pricing, and policy shops hire the modeling, not the pitch book.",13-1111
45.0699,"Economics, Other",Social Sciences,business,cip4,Economics,financial analyst,Actuary,The insurance-industry use of the same probability the IB internship never asked for.,15-2011,Operations research analyst,"Optimization and experiments inside ops, not a coverage universe.",15-2031,Economic / management consultant,"Litigation support, pricing, and policy shops hire the modeling, not the pitch book.",13-1111
45.0701,Geography,Social Sciences,humanities,cip2,Social Sciences,geography teacher,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0702,Geographic Information Science and Cartography,Social Sciences,humanities,cip2,Social Sciences,managers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0799,"Geography, Other",Social Sciences,humanities,cip2,Social Sciences,geography teacher,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0901,International Relations and Affairs,Social Sciences,humanities,cip2,Social Sciences,managers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0902,National Security Policy Studies,Social Sciences,humanities,cip2,Social Sciences,managers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.0999,"International Relations and National Security Studies, Other",Social Sciences,humanities,cip2,Social Sciences,managers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.1001,"Political Science and Government, General",Social Sciences,humanities,cip4,Political Science,legislative aide or law school,Management analyst (digital service / gov),Process and systems work for an agency or a contractor — not a Hill desk.,13-1111,Compliance officer,Policy as an operating constraint inside a company.,13-1041,Public-affairs / polling researcher,"Opinion and stakeholder research for campaigns, firms, or corporates.",
45.1002,American Government and Politics (United States),Social Sciences,humanities,cip4,Political Science,legislative aide or law school,Management analyst (digital service / gov),Process and systems work for an agency or a contractor — not a Hill desk.,13-1111,Compliance officer,Policy as an operating constraint inside a company.,13-1041,Public-affairs / polling researcher,"Opinion and stakeholder research for campaigns, firms, or corporates.",
45.1003,Canadian Government and Politics,Social Sciences,humanities,cip4,Political Science,legislative aide or law school,Management analyst (digital service / gov),Process and systems work for an agency or a contractor — not a Hill desk.,13-1111,Compliance officer,Policy as an operating constraint inside a company.,13-1041,Public-affairs / polling researcher,"Opinion and stakeholder research for campaigns, firms, or corporates.",
45.1004,Political Economy,Social Sciences,humanities,cip4,Political Science,legislative aide or law school,Management analyst (digital service / gov),Process and systems work for an agency or a contractor — not a Hill desk.,13-1111,Compliance officer,Policy as an operating constraint inside a company.,13-1041,Public-affairs / polling researcher,"Opinion and stakeholder research for campaigns, firms, or corporates.",
45.1099,"Political Science and Government, Other",Social Sciences,humanities,cip4,Political Science,legislative aide or law school,Management analyst (digital service / gov),Process and systems work for an agency or a contractor — not a Hill desk.,13-1111,Compliance officer,Policy as an operating constraint inside a company.,13-1041,Public-affairs / polling researcher,"Opinion and stakeholder research for campaigns, firms, or corporates.",
45.1101,"Sociology, General",Social Sciences,other,cip4,Sociology,social researcher or caseworker,Market research / insights analyst,"Groups, norms, and survey design — sold to brands.",13-1161,People analytics specialist,"Organizations as a dataset, sitting in HR or a people team.",,Urban / regional planning analyst,"Housing, transit, and neighborhood data for a city or a consultancy.",19-3051
45.1102,Applied/Public Sociology,Social Sciences,other,cip4,Sociology,social researcher or caseworker,Market research / insights analyst,"Groups, norms, and survey design — sold to brands.",13-1161,People analytics specialist,"Organizations as a dataset, sitting in HR or a people team.",,Urban / regional planning analyst,"Housing, transit, and neighborhood data for a city or a consultancy.",19-3051
45.1103,Rural Sociology,Social Sciences,other,cip4,Sociology,social researcher or caseworker,Market research / insights analyst,"Groups, norms, and survey design — sold to brands.",13-1161,People analytics specialist,"Organizations as a dataset, sitting in HR or a people team.",,Urban / regional planning analyst,"Housing, transit, and neighborhood data for a city or a consultancy.",19-3051
45.1199,"Sociology, Other",Social Sciences,other,cip4,Sociology,social researcher or caseworker,Market research / insights analyst,"Groups, norms, and survey design — sold to brands.",13-1161,People analytics specialist,"Organizations as a dataset, sitting in HR or a people team.",,Urban / regional planning analyst,"Housing, transit, and neighborhood data for a city or a consultancy.",19-3051
45.1201,Urban Studies/Affairs,Social Sciences,humanities,cip2,Social Sciences,urban and regional planners,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.1301,Sociology and Anthropology,Social Sciences,humanities,cip2,Social Sciences,sociology teacher,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.1501,Geography and Anthropology,Social Sciences,humanities,cip2,Social Sciences,anthropology and archeology teacher,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
45.9999,"Social Sciences, Other",Social Sciences,humanities,cip2,Social Sciences,social sciences teachers,Market research analyst,"Audience and demand research sold to brands, agencies, or policy shops.",13-1161,Management analyst,"Process and systems work for an agency, hospital, or contractor.",13-1111,Urban / regional planning analyst,"Land use, housing, and infrastructure as maps and models.",19-3051
46.0000,"Construction Trades, General",Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0101,Mason/Masonry,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0201,Carpentry/Carpenter,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0301,"Electrical and Power Transmission Installation/Installer, General",Construction Trades,engineering,cip2,Construction Trades,electrical power-line installers and repairers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0302,Electrician,Construction Trades,engineering,cip2,Construction Trades,electricians,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0303,Lineworker,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of mechanics,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0399,"Electrical and Power Transmission Installers, Other",Construction Trades,engineering,cip2,Construction Trades,electrical power-line installers and repairers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0401,Building/Property Maintenance,Construction Trades,engineering,cip2,Construction Trades,maintenance and repair workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0402,Concrete Finishing/Concrete Finisher,Construction Trades,engineering,cip2,Construction Trades,cement masons and concrete finishers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0403,Building/Home/Construction Inspection/Inspector,Construction Trades,engineering,cip2,Construction Trades,construction and building inspectors,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0404,Drywall Installation/Drywaller,Construction Trades,engineering,cip2,Construction Trades,drywall and ceiling tile installers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0406,Glazier,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0408,Painting/Painter and Wall Coverer,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0410,Roofer,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0411,Metal Building Assembly/Assembler,Construction Trades,engineering,cip2,Construction Trades,structural iron and steel workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0412,Building/Construction Site Management/Manager,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0413,"Carpet, Floor, and Tile Worker",Construction Trades,engineering,cip2,Construction Trades,floor layers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0414,Insulator,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0415,Building Construction Technology/Technician,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0502,Pipefitting/Pipefitter and Sprinkler Fitter,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0503,Plumbing Technology/Plumber,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0504,Well Drilling/Driller,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0505,Blasting/Blaster,Construction Trades,engineering,cip2,Construction Trades,first-line supervisors of construction trades and extraction workers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
46.0599,"Plumbing and Related Water Supply Services, Other",Construction Trades,engineering,cip2,Construction Trades,plumbers,Cost estimator,The bid is the product. Read a drawing or a spec and price it.,13-1051,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
47.0000,"Mechanics and Repairers, General",Mechanic Technologies,other,cip2,Mechanic Technologies,first-line supervisors of mechanics,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0101,"Electrical/Electronics Equipment Installation and Repair Technology/Technician, General",Mechanic Technologies,other,cip2,Mechanic Technologies,installation,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0102,Business Machine Repair,Mechanic Technologies,other,cip2,Mechanic Technologies,computer,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0103,Communications Systems Installation and Repair Technology/Technician,Mechanic Technologies,other,cip2,Mechanic Technologies,communications equipment operators,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0104,Computer Installation and Repair Technology/Technician,Mechanic Technologies,other,cip2,Mechanic Technologies,computer,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0105,Industrial Electronics Technology/Technician,Mechanic Technologies,other,cip2,Mechanic Technologies,electrical and electronics repairers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0106,Appliance Installation and Repair Technology/Technician,Mechanic Technologies,other,cip2,Mechanic Technologies,home appliance repairers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0110,"Security System Installation, Repair, and Inspection Technology/Technician",Mechanic Technologies,other,cip2,Mechanic Technologies,security and fire alarm systems installers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
47.0199,"Electrical/Electronics Maintenance and Repair Technologies/Technicians, Other",Mechanic Technologies,other,cip2,Mechanic Technologies,electrical and electronics repairers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011,Logistician,"Inventory, freight, and network design; operations with a real constraint set.",13-1081
